,id,movie,chapter,character,dialog,polarity_score
1194,309,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Marcus Flint,A gift from Draco's father.,0.4404
1195,310,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Draco Malfoy,"You see Weasley, unlike some, my father can afford the best.",0.6369
1196,311,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Hermione Granger,At least no one on the Gryffindor team had to buy their way in. They got it on pure talent.,0.1531
1197,312,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Draco Malfoy,"No one asked your opinion, you filthy little Mudblood!",-0.3595
1198,313,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Ron Weasley,"You'll pay for that one, Malfoy. Eat slugs!",-0.1759
1199,314,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Students,"Ha, ha, ha!",0.0
1200,315,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Draco Malfoy,"Ha, ha!",0.0
1201,316,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Hermione Granger,"You okay, Ron? Say something!",0.2942
1202,317,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Other,Ooh! Ugh! Yech!,-0.5684
1203,318,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Collin Creevey,"Wow! Can you turn him around, Harry?",0.6239
1204,319,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,"No, Colin! Get out of the way! Let's take him to Hagrid's.",0.0
1205,320,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,He'll know what to do.,0.0
1206,321,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Students,"Ha, ha, ha…",0.0
1207,322,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Draco Malfoy,"Ha, ha…",0.0
1208,323,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Rubeus Hagrid,"Wo, this calls for a specialist's equipment. Nothin' to do but wait'll it stops, I'm afraid.",-0.2263
1209,324,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,Ah! Oh… Okay.,0.2942
1210,325,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Rubeus Hagrid,"Better out than in. Who's Ron tryin' to curse, anyway?",-0.1531
1211,326,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,"Malfoy. He called Hermione, …um, well, I don't- I don't know exactly what it means.",0.2732
1212,327,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Hermione Granger,He called me a Mudblood.,0.0
1213,328,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Rubeus Hagrid,He did not!,0.0
1214,329,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,What's a Mudblood?,0.0
1215,330,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Hermione Granger,It means “dirty blood.” Mudblood's a really foul name for someone who is Muggle-born. Someone with non-magic parents. Someone like me. It's not a term one usually hears in civilized conversation.,0.3612
1216,331,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Rubeus Hagrid,"See, the thing is, Harry, there're some wizards, like the Malfoy family, who think they're better'n everyone else because they're what people call “pure blood.”",0.3612
1217,332,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,That's horrible!,-0.5848
1218,333,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Ron Weasley,It's disgusting.,-0.5267
1219,334,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Rubeus Hagrid,"And it's codswallop, to boot. “Dirty blood.” Why, there isn't a wizard alive today that's not half blood or less. More ter the point, they've yet to think of a spell that our Hermione can' do. Come here… Don't you think on it, Hermione. Don't you think on it for one minute… eh?",-0.2924
1220,335,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Gilderoy Lockhart,"Harry, Harry, Harry… Can you possibly imagine a better way to serve detention than by helping me to answer my fan mail?",0.5994
1221,336,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,Not really.,0.0
1222,337,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Gilderoy Lockhart,"Fame is a fickle friend, Harry. Celebrity is as celebrity does. Remember that.",0.7269
1223,338,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Basilisk,"Come, come, come to me. Come to me!",0.0
1224,339,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,What?,0.0
1225,340,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Gilderoy Lockhart,Sorry?,-0.0772
1226,341,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,That voice.,0.0
1227,342,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Gilderoy Lockhart,Voice?,0.0
1228,343,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,Didn't you hear it?,0.0
1229,344,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Gilderoy Lockhart,"What are you talking about, Harry? I think we're getting a bit a- drowsy. And, Great Scott- no wonder! Look at the time! We've been here nearly four hours! Spooky how the time flies when one's having fun. Heh, heh.",0.7074
1230,345,Harry Potter and the Chamber of Secrets,Mudbloods and murmurs,Harry Potter,Spooky.,0.0
1231,346,Harry Potter and the Chamber of Secrets,Writing on the wall,Basilisk,Blood. I smell blood. Let me rip you. Let me kill you. Kill! Kill!,-0.9492
1232,347,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,Harry!,0.0
1233,348,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,Did you hear it?,0.0
1234,349,Harry Potter and the Chamber of Secrets,Kill!,Ron Weasley,Hear what?,0.0
1235,350,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,That voice.,0.0
1236,351,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,Voice? What voice?,0.0
1237,352,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,I heard it first in Lockhart's office. And then again just—,0.0
1238,353,Harry Potter and the Chamber of Secrets,Kill!,Basilisk,It's time.,0.0
1239,354,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,It's moving. I think it's going to kill.,-0.6908
1240,355,Harry Potter and the Chamber of Secrets,Kill!,Ron Weasley,Kill?,-0.6908
1241,356,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,"Harry, wait! Not so fast!",0.0
1242,357,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,Strange. I've never seen spiders act like that.,0.1779
1243,358,Harry Potter and the Chamber of Secrets,Kill!,Ron Weasley,I don't like spiders… What's that?,-0.2755
1244,359,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,'The Chamber of Secrets has been opened… enemies the heir… beware.' It's written in blood.,-0.4939
1245,360,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,"Oh, no… It's Filch's cat. It's Mrs. Norris.",0.0
1246,361,Harry Potter and the Chamber of Secrets,Kill!,Students,Ahhh! What's that?,0.0
1247,362,Harry Potter and the Chamber of Secrets,Kill!,Poppy Pomfrey,Oh!,0.0
1248,363,Harry Potter and the Chamber of Secrets,Kill!,Draco Malfoy,"'Enemies of the heir beware!' You'll be next, Mudbloods!",-0.5837
1249,364,Harry Potter and the Chamber of Secrets,Kill!,Argus Filch,"What's going on 'ere? Go on, make way, make way. Potter-- What are you…Mrs. Norris? You've…murdered my cat.",0.0
1250,365,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,No. No.,0.0
1251,366,Harry Potter and the Chamber of Secrets,Kill!,Argus Filch,I'll kill ya… I'll kill ya!,-0.8932
1252,367,Harry Potter and the Chamber of Secrets,Kill!,Albus Dumbledore,"Argus! Argus, I… Everyone will proceed to their dormitories immediately. Everyone except… you three.",0.0
1253,368,Harry Potter and the Chamber of Secrets,Kill!,Other,"Ravenclaws, follow me!",0.0
1254,369,Harry Potter and the Chamber of Secrets,Kill!,Albus Dumbledore,"She's not dead, Argus. She has been Petrified.",-0.015
1255,370,Harry Potter and the Chamber of Secrets,Kill!,Gilderoy Lockhart,"Ah, thought so. So unlucky I wasn't there. I know exactly the counter curse that could have spared her.",-0.5423
1256,371,Harry Potter and the Chamber of Secrets,Kill!,Albus Dumbledore,"But how she has been Petrified, I cannot say…",-0.6956
1257,372,Harry Potter and the Chamber of Secrets,Kill!,Argus Filch,Ask him. It's him who's done it. You saw what he wrote on the wall.,0.0
1258,373,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,"It's not true sir, I swear. I never touched Mrs. Norris.",-0.3678
1259,374,Harry Potter and the Chamber of Secrets,Kill!,Argus Filch,Rubbish!,0.0
1260,375,Harry Potter and the Chamber of Secrets,Kill!,Severus Snape,"If I might, Headmaster? Perhaps Potter and his friends were simply in the wrong place at the wrong time. However, the circumstances are suspicious. I, for one, don't recall seeing Potter at dinner.",-0.6808
1261,376,Harry Potter and the Chamber of Secrets,Kill!,Gilderoy Lockhart,"I'm afraid that's my doing, Severus. You see, Harry was helping me answer my fan mail.",0.5423
1262,377,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,"That's why Ron and I went looking for him, Professor. We'd just found him when he said…",0.0
1263,378,Harry Potter and the Chamber of Secrets,Kill!,Severus Snape,"Yes, Miss Granger?",0.2732
1264,379,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,When I said I wasn't hungry. We were heading back to the common room when we found Mrs. Norris.,0.0
1265,380,Harry Potter and the Chamber of Secrets,Kill!,Albus Dumbledore,"Innocent until proven guilty, Severus.",-0.1027
1266,381,Harry Potter and the Chamber of Secrets,Kill!,Argus Filch,My cat has been Petrified. I wanna see some punishment!,-0.7901
1267,382,Harry Potter and the Chamber of Secrets,Kill!,Albus Dumbledore,"We will be able to cure her, Argus. As I understand it, Madame Sprout has a very healthy growth of Mandrakes. When matured, a potion will be made which will revive Mrs. Norris. And in the meantime, I strongly recommend caution… to all.",0.8973
1268,383,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,"It's a bit strange, isn't it?",-0.2023
1269,384,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,Strange?,-0.2023
1270,385,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,"You hear this voice, a voice only you can hear, and then Mrs. Norris turns up Petrified. It's just… strange.",-0.6486
1271,386,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,"Do you think I should have told them? Dumbledore and the others, I mean?",0.0
1272,387,Harry Potter and the Chamber of Secrets,Kill!,Ron Weasley,Are you mad?,-0.4939
1273,388,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,"No, Harry. Even in the wizarding world, hearing voices isn't a good sign.",-0.3412
1274,389,Harry Potter and the Chamber of Secrets,Kill!,Man in a painting,"She's right, you know.",0.0
1275,390,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"Could I have your attention, please? Right. Now, today, we will be transforming animals into water goblets. Like so. One, two, three, Vera verto. Now it's your turn. Well, who would like to go first? Ah! Mr. Weasley. “One, two, three. Vera verto.”",0.8423
1276,391,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,Ahem. Vera verto!,0.0
1277,392,Harry Potter and the Chamber of Secrets,About the Chamber,Students,"Ha, ha, ha, ha, ha…",0.0
1278,393,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"That wand needs replacing, Mr. Weasley. Yes, Miss Granger?",0.2732
1279,394,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,"Professor, I was wondering if you could tell us about…the Chamber of Secrets?",0.0
1280,395,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"Well, very well. Well, you all know, of course, that Hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age: Godric Gryffindor, Helga Hufflepuff, Rowena Ravenclaw, and Salazar Slytherin. Now, three of the founders coexisted quite harmoniously. One did not.",0.9226
1281,396,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,Three guesses who.,0.0
1282,397,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"Salazar Slytherin wished to be more selective about the students admitted to Hogwarts. He believed magical learning should be kept within all-magic families. In other words, “pure-bloods.” Unable to sway the others, he decided to leave the school. Now, according to legend, Slytherin had built a hidden chamber in this castle, known as the Chamber of Secrets. Though, shortly before departing, he sealed it until that time when his own true heir returned to the school. The heir alone would be able to open the Chamber and unleash the horror within, and by so doing purge the school of all those who, in Slytherin's view, were unworthy to study magic.",-0.6908
1283,398,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,Muggle-borns.,0.0
1284,399,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"Well, naturally, the school had been searched many times. No such chamber has been found.",-0.0258
1285,400,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,Professor? What exactly does legend tell us lies within the Chamber?,-0.4871
1286,401,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"Well, the Chamber is said to home to something that only the Heir of Slytherin can control. It is said to be the home of a monster.",0.2732
1287,402,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,D'you think it's true? D'you think there really is a Chamber of Secrets?,0.4871
1288,403,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,Yes. Couldn't you tell? McGonagall's worried. All the teachers are.,0.128
1289,404,Harry Potter and the Chamber of Secrets,About the Chamber,Harry Potter,"Well, if there really is a Chamber of Secrets, a-and it really has been opened, then that means---",0.2732
1290,405,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,"The Heir of Slytherin has returned to Hogwarts. The question is, who is it?",0.0
1291,406,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,Let's think. Who do we know who thinks all Muggle-borns are scum?,0.0
1292,407,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,If you're talking about Malfoy.,0.0
1293,408,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,"Of course. You heard him! 'You'll be next Mudbloods,'",0.0
1294,409,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,"I heard him. But Malfoy, the Heir of Slytherin?",0.0
1295,410,Harry Potter and the Chamber of Secrets,About the Chamber,Harry Potter,"Well, maybe Ron's right, Hermione. I mean, look at his family. The whole lot of them have been in Slytherin for centuries.",0.2732
1296,411,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,Crabbe and Goyle must know. Maybe we could trick them into telling.,-0.0516
1297,412,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,"Even they aren't that thick. But there might be another way. Mind you, it would be difficult. Not to mention, we would be breaking about fifty school rules. And, it'll be dangerous. Very dangerous.",-0.9184
1298,413,Harry Potter and the Chamber of Secrets,Rogue Bludger,Hermione Granger,"Here it is. 'The Polyjuice Potion.'  'Properly brewed, the Polyjuice Potion allows the drinker to transform himself temporarily into the physical form of another.'",0.0
1299,414,Harry Potter and the Chamber of Secrets,Rogue Bludger,Ron Weasley,"Do you mean, if Harry and I drink that stuff, we'll turn into Crabbe and Goyle?",0.0
1300,415,Harry Potter and the Chamber of Secrets,Rogue Bludger,Hermione Granger,Yes.,0.4019
1301,416,Harry Potter and the Chamber of Secrets,Rogue Bludger,Ron Weasley,Wicked! Malfoy'll tell us anything.,-0.5707
