,name,birth,death,species,ancestry,gender,hair_color,eye_color,patronus,house,associated_groups,books_featured_in,nb_books_featured_in,wood,length,core,Note,id,label,link,link_image,connection_label,nb_associations,nb_interactions,image_name
135,Wilhelmina Grubbly-Plank,,,Human,,Female,Grey,,Non-corporeal,,['Hogwarts School of Witchcraft and Wizardry'],"[4, 5, 6]",3,,,,,63,Wilhelmina Grubbly-Plank,Wilhelmina_Grubbly-Plank,http://img1.wikia.nocookie.net/__cb20100508194400/harrypotter/images/2/25/Wilhelmina_Grubbly-Plank.jpg,"['Albus Dumbledore', 'Cornelius Fudge', 'Dolores Umbridge', 'Harry Potter', 'Hedwig', 'Hermione Granger', 'Parvati Patil', 'Rita Skeeter', 'Rubeus Hagrid']",1,9,wilhelmina_grubbly-plank
136,Hedwig,Pre 1991,"27 July, 1997",Owl,,Female,,Amber,,,[],"[1, 2, 3, 4, 5, 6, 7]",7,,,,,165,Hedwig,Hedwig,http://img1.wikia.nocookie.net/__cb20100708114009/harrypotter/images/c/cc/Heddy.jpg,"['Arthur Weasley', 'Dobby', 'Dolores Umbridge', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Ronald Weasley', 'Rubeus Hagrid', 'Sirius Black', 'Wilhelmina Grubbly-Plank']",0,10,hedwig
137,Rolanda Hooch,pre 1918,,Human,,Female,Grey,Yellow,Non-corporeal,,['Hogwarts School of Witchcraft and Wizardry'],"[1, 2, 3, 5, 6]",5,,,,,66,Rolanda Hooch,Rolanda_Hooch,http://img2.wikia.nocookie.net/__cb20100616193052/harrypotter/images/0/02/RolandaHooch.jpg,"['Albus Dumbledore', 'Alecto Carrow', 'Amycus Carrow', 'Angelina Johnson', 'Cedric Diggory', 'Dolores Umbridge', 'Draco Malfoy', 'Fat Lady', 'Filius Flitwick', 'George Weasley', 'Gilderoy Lockhart', 'Harry Potter', 'Hermione Granger', 'Katie Bell', 'Minerva McGonagall', 'Neville Longbottom', 'Oliver Wood', 'Penelope Clearwater', 'Pomona Sprout', 'Poppy Pomfrey', 'Quirinus Quirrell', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Vincent Crabbe']",1,25,rolanda_hooch
138,Helga Hufflepuff,Pre 976,11th century (possibly),Human,Pure-blood or Half-blood,Female,Brown,Blue,Non-corporeal,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']","[2, 3, 4, 5, 6, 7]",6,,,,,67,Helga Hufflepuff,Helga_Hufflepuff,http://img2.wikia.nocookie.net/__cb20140615154415/harrypotter/images/8/8c/PR_007_001-e1313269883743.jpg,"['Cedric Diggory', 'Godric Gryffindor', 'Hepzibah Smith', 'Hermione Granger', 'Lord Voldemort', 'Rowena Ravenclaw']",2,6,helga_hufflepuff
139,Angelina Johnson,"24 – 30 October, 1977",,Human,,Female,,,,Gryffindor,"['Weasley family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', ""Dumbledore's Army""]","[1, 2, 3, 4, 5, 6, 7]",7,,,,,68,Angelina Johnson,Angelina_Johnson,http://img3.wikia.nocookie.net/__cb20100522214321/harrypotter/images/d/d7/Angeina_john.jpg,"['Albus Dumbledore', 'Alicia Spinnet', 'Anthony Goldstein', 'Arthur Weasley', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Dean Thomas', 'Dolores Umbridge', 'Ernest Macmillan', 'Fleur Delacour', 'Fred Weasley', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Justin Finch-Fletchley', 'Katie Bell', 'Lavender Brown', 'Lee Jordan', 'Lily Potter', 'Luna Lovegood', 'Marietta Edgecombe', 'Michael Corner', 'Molly Weasley', 'Neville Longbottom', 'Oliver Wood', 'Pansy Parkinson', 'Parvati Patil', 'Percy Weasley', 'Rolanda Hooch', 'Ronald Weasley', 'Seamus Finnigan', 'Septima Vector', 'Severus Snape', 'Susan Bones', 'Terry Boot', 'Zacharias Smith']",5,40,angelina_johnson
140,Bellatrix Lestrange,1951,"2 May, 1998 (aged 46 - 47)",Human,Pure-blood,Female,Black,,None,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin']","[4, 5, 6, 7]",4,Walnut,12.75,Dragon heartstring,This wand is described as 'unyielding;' passed into the possession of Hermione Granger after the Skirmish at Malfoy Manor in 1998.,72,Bellatrix Lestrange,Bellatrix_Lestrange,http://img3.wikia.nocookie.net/__cb20111113205259/harrypotter/images/1/14/BellatrixLestrange.png,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Alice Longbottom', 'Andromeda Tonks', 'Antonin Dolohov', 'Arthur Weasley', 'Augusta Longbottom', 'Augustus Rookwood', 'Bartemius Crouch Junior', 'Bill Weasley', 'Buckbeak', 'Charlie Weasley', 'Cornelius Fudge', 'Dean Thomas', 'Dobby', 'Draco Malfoy', 'Fenrir Greyback', 'Fleur Delacour', 'Frank Longbottom', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Griphook', 'Harry Potter', 'Hermione Granger', 'Kingsley Shacklebolt', 'Kreacher', 'Lord Voldemort', 'Lucius Malfoy', 'Luna Lovegood', 'Minerva McGonagall', 'Molly Weasley', 'Narcissa Malfoy', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Nymphadora Tonks', 'Peter Pettigrew', 'Quirinus Quirrell', 'Rabastan Lestrange', 'Regulus Black', 'Remus Lupin', 'Rita Skeeter', 'Rodolphus Lestrange', 'Ronald Weasley', 'Severus Snape', 'Sirius Black', 'Ted Tonks', 'Teddy Lupin']",2,49,bellatrix_lestrange
141,Alice Longbottom,,,Human,Pure-blood,Female,Blonde (possibly; formerly),,,,[],"[4, 5, 6, 7]",4,,,,,76,Alice Longbottom,Alice_Longbottom,http://img2.wikia.nocookie.net/__cb20071214184120/harrypotter/images/a/a8/Alice.jpg,"['Augusta Longbottom', 'Bartemius Crouch Junior', 'Bartemius Crouch Senior', 'Bellatrix Lestrange', 'Frank Longbottom', 'Harry Potter', 'Hermione Granger', 'James Potter', 'Molly Weasley', 'Neville Longbottom', 'Rabastan Lestrange', 'Rodolphus Lestrange', 'Severus Snape', 'Sybill Trelawney']",0,14,alice_longbottom
142,Augusta Longbottom,pre 1947,,Human,Pure-blood,Female,Grey,Brown,,,"['Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,77,Augusta Longbottom,Augusta_Longbottom,http://img1.wikia.nocookie.net/__cb20111121184242/harrypotter/images/0/01/Augusta.jpg,"['Albus Dumbledore', 'Alice Longbottom', 'Amycus Carrow', 'Bellatrix Lestrange', 'Frank Longbottom', 'Ginny Weasley', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Lord Voldemort', 'Minerva McGonagall', 'Neville Longbottom', 'Severus Snape', 'Sybill Trelawney']",2,14,augusta_longbottom
143,Luna Lovegood,"13 February, 1981",,Human,Pure-blood or Half-blood,Female,Dirty-blonde,Pale silvery,Hare,Ravenclaw,"['Ravenclaw', ""Dumbledore's Army"", 'Order of the Phoenix']","[4, 5, 6, 7]",4,,,,,80,Luna Lovegood,Luna_Lovegood,http://img4.wikia.nocookie.net/__cb20101113121319/harrypotter/images/4/49/Luna_profile.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Alicia Spinnet', 'Amycus Carrow', 'Angelina Johnson', 'Anthony Goldstein', 'Argus Filch', 'Bellatrix Lestrange', 'Bill Weasley', 'Cho Chang', 'Colin Creevey', 'Cormac McLaggen', 'Cornelius Fudge', 'Dean Thomas', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Ernest Macmillan', 'Filius Flitwick', 'Fleur Delacour', 'Fred Weasley', 'Garrick Ollivander', 'George Weasley', 'Ginny Weasley', 'Godric Gryffindor', 'Griphook', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Justin Finch-Fletchley', 'Katie Bell', 'Lavender Brown', 'Lee Jordan', 'Lily Potter', 'Lord Voldemort', 'Marietta Edgecombe', 'Michael Corner', 'Millicent Bulstrode', 'Minerva McGonagall', 'Molly Weasley', 'Narcissa Malfoy', 'Neville Longbottom', 'Newton Scamander', 'Nymphadora Tonks', 'Padma Patil', 'Parvati Patil', 'Peeves', 'Pius Thicknesse', 'Poppy Pomfrey', 'Rita Skeeter', 'Rodolphus Lestrange', 'Romilda Vane', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Susan Bones', 'Sybill Trelawney', 'Terry Boot', 'Trevor', 'Xenophilius Lovegood', 'Zacharias Smith']",3,65,luna_lovegood
144,Narcissa Malfoy,1955,,Human,Pure-blood,Female,Blonde,Blue,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin']","[1, 4, 5, 6, 7]",5,,,,,86,Narcissa Malfoy,Narcissa_Malfoy,http://img2.wikia.nocookie.net/__cb20111126161643/harrypotter/images/e/ee/Narcissa_Malfoy_dh_part2.jpg,"['Albus Dumbledore', 'Andromeda Tonks', 'Bellatrix Lestrange', 'Buckbeak', 'Charity Burbage', 'Cornelius Fudge', 'Dean Thomas', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Fenrir Greyback', 'Garrick Ollivander', 'Griphook', 'Harry Potter', 'Hermione Granger', 'Kreacher', 'Lord Voldemort', 'Lucius Malfoy', 'Luna Lovegood', 'Nymphadora Tonks', 'Peter Pettigrew', 'Quirinus Quirrell', 'Regulus Black', 'Remus Lupin', 'Rodolphus Lestrange', 'Ronald Weasley', 'Severus Snape', 'Sirius Black', 'Ted Tonks', 'Teddy Lupin', 'Vincent Crabbe']",2,31,narcissa_malfoy
145,Olympe Maxime,,,Half-Human/Half-Giant,Part-Human (Half-giant),Female,Brown,Black,,,['Order of the Phoenix'],"[4, 5, 6]",3,,,,,87,Olympe Maxime,Olympe_Maxime,http://img2.wikia.nocookie.net/__cb20091028234551/harrypotter/images/d/dc/Maxime.jpg,"['Albus Dumbledore', 'Argus Filch', 'Bill Weasley', 'Charlie Weasley', 'Cornelius Fudge', 'Fleur Delacour', 'Grawp', 'Harry Potter', 'Igor Karkaroff', 'Lord Voldemort', 'Rubeus Hagrid']",1,11,olympe_maxime
146,Minerva McGonagall,"4 October,",,Human,Half-blood,Female,Black,,Cat,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Department of Magical Law Enforcement', 'Albus Dumbledore', 'Order of the Phoenix', ""Dumbledore's Army""]","[1, 2, 3, 4, 5, 6, 7]",7,Fir,9.5,Dragon heartstring,This wand was most likely purchased from Ollivanders in 1947 when she was eleven almost twelve.,89,Minerva McGonagall,Minerva_McGonagall,http://img4.wikia.nocookie.net/__cb20110816194223/harrypotter/images/9/96/Mcgonagall.png,"['Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Amycus Carrow', 'Argus Filch', 'Augusta Longbottom', 'Bartemius Crouch Junior', 'Bellatrix Lestrange', 'Bill Weasley', 'Cedric Diggory', 'Charity Burbage', 'Cornelius Fudge', 'Crookshanks', 'Cuthbert Binns', 'Dedalus Diggle', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Ernest Macmillan', 'Everard', 'Fat Friar', 'Fat Lady', 'Filius Flitwick', 'Firenze', 'Fred Weasley', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Harry Potter', 'Helena Ravenclaw', 'Hermione Granger', 'Horace Slughorn', 'Igor Karkaroff', 'James Potter', 'Katie Bell', 'Kingsley Shacklebolt', 'Lee Jordan', 'Lord Voldemort', 'Luna Lovegood', 'Madam Rosmerta', 'Molly Weasley', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Nicolas Flamel', 'Nymphadora Tonks', 'Oliver Wood', 'Pansy Parkinson', 'Peeves', 'Percy Weasley', 'Peter Pettigrew', 'Petunia Dursley', 'Pomona Sprout', 'Poppy Pomfrey', 'Quirinus Quirrell', 'Remus Lupin', 'Rolanda Hooch', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Seamus Finnigan', 'Severus Snape', 'Sir Cadogan', 'Sirius Black', 'Susan Bones', 'Sybill Trelawney', 'Terry Boot']",7,66,minerva_mcgonagall
147,Nagini,"Before 1927, Indonesia (possibly)","2 May, 1998 (aged at least 71)",Snake,,Female,Black (Human),,,,['Lord Voldemort'],"[4, 5, 6, 7]",4,,,,,169,Nagini,Nagini,http://img3.wikia.nocookie.net/__cb20111123010441/harrypotter/images/f/fe/Naginislither.png,"['Albus Dumbledore', 'Antonin Dolohov', 'Arthur Weasley', 'Bartemius Crouch Senior', 'Bathilda Bagshot', 'Bill Weasley', 'Charity Burbage', 'Charlie Weasley', 'Dean Thomas', 'Draco Malfoy', 'Everard', 'Fawkes', 'Frank Bryce', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Godric Gryffindor', 'Harry Potter', 'Hermione Granger', 'Kingsley Shacklebolt', 'Lee Jordan', 'Lord Voldemort', 'Molly Weasley', 'Neville Longbottom', 'Nymphadora Tonks', 'Percy Weasley', 'Peter Pettigrew', 'Petunia Dursley', 'Pius Thicknesse', 'Ronald Weasley', 'Salazar Slytherin', 'Severus Snape', 'Sirius Black']",1,33,nagini
148,Norberta,"Spring of 1992,",,Norwegian Ridgeback,,Female,,,,,[],"[1, 2, 3, 4, 5, 7]",6,,,,,171,Norberta,Norberta,http://img2.wikia.nocookie.net/__cb20061209013413/harrypotter/images/2/2c/Norberta.jpg,"['Fleur Delacour', 'Fluffy', 'Harry Potter', 'Hermione Granger', 'Quirinus Quirrell', 'Rubeus Hagrid']",0,6,norberta
149,Mrs. Norris,1984 or earlier,,Cat,,Female,Dust-coloured fur,Yellow and lamp-like,,,['Hogwarts School of Witchcraft and Wizardry'],"[1, 2, 3, 4, 5, 6, 7]",7,,,,,168,Mrs. Norris,Norris,http://img2.wikia.nocookie.net/__cb20100325185023/harrypotter/images/d/d1/MrsNorrisOotP.JPG,"['Albus Dumbledore', 'Argus Filch', 'Fang', 'Harry Potter', 'Hermione Granger', 'Peeves', 'Pomona Sprout', 'Rubeus Hagrid']",1,8,mrs_norris
150,Pansy Parkinson,between 1 September 1979 and 31 August 1980,,Human,Pure-blood or Half-blood,Female,,,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin']","[1, 3, 4, 5, 6, 7]",6,,,,,96,Pansy Parkinson,Pansy_Parkinson,http://img1.wikia.nocookie.net/__cb20141024191624/harrypotter/images/2/26/Pansyinfobox.png,"['Albus Dumbledore', 'Alecto Carrow', 'Amycus Carrow', 'Angelina Johnson', 'Blaise Zabini', 'Buckbeak', 'Cedric Diggory', 'Cho Chang', 'Dolores Umbridge', 'Draco Malfoy', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Katie Bell', 'Lucius Malfoy', 'Millicent Bulstrode', 'Minerva McGonagall', 'Neville Longbottom', 'Padma Patil', 'Parvati Patil', 'Rita Skeeter', 'Rubeus Hagrid', 'Severus Snape', 'Sirius Black', 'Viktor Krum', 'Vincent Crabbe']",2,26,pansy_parkinson
151,Padma Patil,"Between 1 September, 1979 and 21 April, 1980",,Human,Pure-blood or Half-blood,Female,"Dark, long",Dark,Non-corporeal,Ravenclaw,"[""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[1, 4, 5, 6, 7]",5,,,,,97,Padma Patil,Padma_Patil,http://img1.wikia.nocookie.net/__cb20140425115500/harrypotter/images/4/45/PadmaPatil.png,"['Albus Dumbledore', 'Alicia Spinnet', 'Anthony Goldstein', 'Argus Filch', 'Cedric Diggory', 'Cho Chang', 'Dolores Umbridge', 'Harry Potter', 'Hermione Granger', 'Katie Bell', 'Luna Lovegood', 'Pansy Parkinson', 'Parvati Patil', 'Ronald Weasley', 'Susan Bones', 'Sybill Trelawney', 'Terry Boot', 'Viktor Krum']",3,18,padma_patil
152,Parvati Patil,between 1 September 1979 and 22 April 1980,,Human,Pure-blood or Half-blood,Female,Dark,Dark,Non-corporeal,Gryffindor,"[""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,98,Parvati Patil,Parvati_Patil,http://img3.wikia.nocookie.net/__cb20100430141731/harrypotter/images/c/c1/Parvati_patil.PNG,"['Albus Dumbledore', 'Alicia Spinnet', 'Angelina Johnson', 'Anthony Goldstein', 'Antonin Dolohov', 'Argus Filch', 'Cho Chang', 'Cormac McLaggen', 'Cuthbert Binns', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Ernest Macmillan', 'Fenrir Greyback', 'Firenze', 'Ginny Weasley', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Justin Finch-Fletchley', 'Katie Bell', 'Lavender Brown', 'Lee Jordan', 'Lord Voldemort', 'Luna Lovegood', 'Marietta Edgecombe', 'Michael Corner', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Padma Patil', 'Pansy Parkinson', 'Remus Lupin', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Susan Bones', 'Sybill Trelawney', 'Terry Boot', 'Wilhelmina Grubbly-Plank', 'Zacharias Smith']",3,41,parvati_patil
153,Irma Pince,Pre 1966 (most likely),,Human,,Female,,,Non-corporeal,,['Hogwarts School of Witchcraft and Wizardry'],"[1, 2, 4, 5, 6]",5,,,,,103,Irma Pince,Irma_Pince,http://img3.wikia.nocookie.net/__cb20111128202842/harrypotter/images/5/53/PinceProfile.png,"['Albus Dumbledore', 'Alecto Carrow', 'Amycus Carrow', 'Argus Filch', 'Dolores Umbridge', 'Draco Malfoy', 'Filius Flitwick', 'Gilderoy Lockhart', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Nicolas Flamel', 'Pomona Sprout', 'Poppy Pomfrey', 'Severus Snape']",1,15,irma_pince
154,Poppy Pomfrey,pre 1954,,Human,Pure-blood or Half-blood,Female,,,Non-corporeal,,"['Albus Dumbledore', 'Hogwarts School of Witchcraft and Wizardry']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,105,Poppy Pomfrey,Poppy_Pomfrey,http://img1.wikia.nocookie.net/__cb20131110073338/harrypotter/images/5/56/Madam_Pomfrey.png,"['Albus Dumbledore', 'Alecto Carrow', 'Amycus Carrow', 'Argus Filch', 'Buckbeak', 'Cedric Diggory', 'Colin Creevey', 'Dolores Umbridge', 'Fenrir Greyback', 'Filius Flitwick', 'Firenze', 'Fleur Delacour', 'Gilderoy Lockhart', 'Ginny Weasley', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Irma Pince', 'James Potter', 'Justin Finch-Fletchley', 'Katie Bell', 'Luna Lovegood', 'Marietta Edgecombe', 'Minerva McGonagall', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Penelope Clearwater', 'Peter Pettigrew', 'Pomona Sprout', 'Quirinus Quirrell', 'Remus Lupin', 'Rolanda Hooch', 'Rubeus Hagrid', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Viktor Krum', 'Winky']",2,39,poppy_pomfrey
155,Lily Potter,"30 January, 1960","31 October, 1981 (aged 21)",Human,Muggle-born,Female,Auburn,Bright green,Doe,Gryffindor,"['Potter family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Slug Club', 'Order of the Phoenix']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,108,Lily Potter,Lily_Potter,http://img4.wikia.nocookie.net/__cb20120128171142/harrypotter/images/7/73/Lily_PotterDH2.png,"['Angelina Johnson', 'Arthur Weasley', 'Bill Weasley', 'Charlie Weasley', 'Dudley Dursley', 'Fleur Delacour', 'George Weasley', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'James Potter', 'Luna Lovegood', 'Molly Weasley', 'Nymphadora Tonks', 'Petunia Dursley', 'Remus Lupin', 'Ronald Weasley', 'Severus Snape', 'Teddy Lupin', 'Vernon Dursley']",5,20,lily_potter
156,Helena Ravenclaw,Post 982,Sometime between 996 and 1000,Ghost,Pure-blood or Half-blood,Female,,,,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[1, 6, 7]",3,,,,,110,Helena Ravenclaw,Helena_Ravenclaw,http://img2.wikia.nocookie.net/__cb20111214205532/harrypotter/images/0/00/Helena_Ravenclaw_DH2.jpg,"['Albus Dumbledore', 'Alecto Carrow', 'Amycus Carrow', 'Bloody Baron', 'Filius Flitwick', 'Harry Potter', 'Hermione Granger', 'Katie Bell', 'Kingsley Shacklebolt', 'Lord Voldemort', 'Minerva McGonagall', 'Nicholas de Mimsy-Porpington', 'Rowena Ravenclaw', 'Rubeus Hagrid', 'Severus Snape']",2,15,helena_ravenclaw
157,Rowena Ravenclaw,Pre 976,11th century,Human,Pure-blood or Half-blood,Female,,Brown,Non-corporeal,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[2, 4, 5, 7]",4,,,,,111,Rowena Ravenclaw,Rowena,http://img4.wikia.nocookie.net/__cb20140615152737/harrypotter/images/8/8e/Ravenclaw_paintfilter-688x1223.jpg,"['Bloody Baron', 'Godric Gryffindor', 'Helena Ravenclaw', 'Helga Hufflepuff', 'Salazar Slytherin', 'Xenophilius Lovegood']",2,6,rowena_ravenclaw
158,Mary Riddle,1883,"August, 1943 (aged 59 - 60)",Human,Muggle,Female,,,,,[],"[4, 6]",2,,,,,112,Mary Riddle,Mary_Riddle,http://img4.wikia.nocookie.net/__cb20130519081304/harrypotter/images/5/5a/Mary_Riddle_grave.png,"['Frank Bryce', 'Lord Voldemort', 'Marvolo Gaunt', 'Merope Gaunt', 'Morfin Gaunt', 'Thomas Riddle', 'Tom Riddle Senior']",0,7,mary_riddle
159,Merope Gaunt,c. 1907,"31 December, 1926 (aged 19)",Human,Pure-blood,Female,Dull,,,,[],"[2, 4, 5, 6, 7]",5,,,,,54,Merope Gaunt,Merope_Gaunt,http://img1.wikia.nocookie.net/__cb20130321104030/prettylittleliars/images/d/d7/Length-unknown.png,"['Albus Dumbledore', 'Bob Ogden', 'Dolores Umbridge', 'Frank Bryce', 'Harry Potter', 'Lord Voldemort', 'Marvolo Gaunt', 'Mary Riddle', 'Morfin Gaunt', 'Salazar Slytherin', 'Severus Snape', 'Thomas Riddle', 'Tom Riddle Senior']",0,13,merope_gaunt
160,Madam Rosmerta,Before 1959,,Human,,Female,Blonde,Green,Non-corporeal,,[],"[3, 4, 6]",3,,,,,173,Madam Rosmerta,Madam_Rosmerta,http://img1.wikia.nocookie.net/__cb20091026122124/harrypotter/images/4/4d/Madamrosmertiee.PNG,"['Albus Dumbledore', 'Cornelius Fudge', 'Draco Malfoy', 'Filius Flitwick', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'James Potter', 'Katie Bell', 'Minerva McGonagall', 'Remus Lupin', 'Severus Snape', 'Sirius Black']",0,13,madam_rosmerta
161,Hepzibah Smith,,c. 1955-1961,Human,,Female,,,,,[],"[6, 7]",2,,,,,124,Hepzibah Smith,Hepzibah_Smith,http://img3.wikia.nocookie.net/__cb20140401181824/harrypotter/images/5/5e/HepzibahSmith.png,"['Albus Dumbledore', 'Dolores Umbridge', 'Harry Potter', 'Helga Hufflepuff', 'Lord Voldemort', 'Salazar Slytherin', 'Zacharias Smith']",0,7,hepzibah_smith
162,Alicia Spinnet,between 1 September 1977 and 31 August 1978,,Human,Pure-blood or Half-blood,Female,,,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', ""Dumbledore's Army""]","[1, 2, 3, 4, 5, 6, 7]",7,,,,,127,Alicia Spinnet,Alicia_Spinnet,http://img3.wikia.nocookie.net/__cb20081126192712/harrypotter/images/8/81/AliciaSpinnet.PNG,"['Albus Dumbledore', 'Angelina Johnson', 'Anthony Goldstein', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Ernest Macmillan', 'Filius Flitwick', 'Fleur Delacour', 'Fred Weasley', 'George Weasley', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Justin Finch-Fletchley', 'Katie Bell', 'Lavender Brown', 'Lee Jordan', 'Luna Lovegood', 'Marietta Edgecombe', 'Michael Corner', 'Neville Longbottom', 'Oliver Wood', 'Padma Patil', 'Parvati Patil', 'Ronald Weasley', 'Seamus Finnigan', 'Susan Bones', 'Terry Boot', 'Zacharias Smith']",4,33,alicia_spinnet
163,Pomona Sprout,15 May,,Human,Pure-blood or Half-blood,Female,Grey,,Non-corporeal,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,128,Pomona Sprout,Pomona_Sprout,http://img4.wikia.nocookie.net/__cb20110816170732/harrypotter/images/7/7d/HP72-FP-00573.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Amos Diggory', 'Amycus Carrow', 'Argus Filch', 'Bartemius Crouch Junior', 'Cedric Diggory', 'Colin Creevey', 'Dolores Umbridge', 'Filius Flitwick', 'Gilderoy Lockhart', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Irma Pince', 'Justin Finch-Fletchley', 'Lee Jordan', 'Lord Voldemort', 'Lucius Malfoy', 'Minerva McGonagall', 'Mrs. Norris', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Nymphadora Tonks', 'Penelope Clearwater', 'Percy Weasley', 'Poppy Pomfrey', 'Quirinus Quirrell', 'Rolanda Hooch', 'Rubeus Hagrid', 'Salazar Slytherin', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Susan Bones', 'Sybill Trelawney']",2,38,pomona_sprout
164,Andromeda Tonks,1951-1955,,Human,Pure-blood,Female,Light brown,,,Slytherin,"['Slytherin', 'Hogwarts School of Witchcraft and Wizardry']","[5, 7]",2,,,,,131,Andromeda Tonks,Andromeda_Tonks,http://img3.wikia.nocookie.net/__cb20130712183152/harrypotter/images/b/b9/AndromedaTonks.png,"['Albus Dumbledore', 'Antonin Dolohov', 'Arthur Weasley', 'Bellatrix Lestrange', 'Draco Malfoy', 'Harry Potter', 'Lord Voldemort', 'Molly Weasley', 'Narcissa Malfoy', 'Nymphadora Tonks', 'Regulus Black', 'Remus Lupin', 'Rubeus Hagrid', 'Sirius Black', 'Ted Tonks', 'Teddy Lupin']",2,16,andromeda_tonks
